CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,IsParent,CustomerPriority,IncomeLevel
8650,MRS.,KATELYN,GREEN,1969-07-26,S,F,katelyn38@adventure-works.com,10000.0,2.0,High School,Manual,Y,Yes,Standard,Low
8651,MRS.,BETHANY,DENG,1966-11-03,S,F,bethany5@adventure-works.com,20000.0,1.0,High School,Manual,N,Yes,Standard,Low
8652,MS.,PAULA,DOMINGUEZ,1966-04-06,M,F,paula15@adventure-works.com,40000.0,0.0,Bachelors,Professional,N,No,Standard,Average
8653,MR.,BARRY,LOPEZ,1969-04-20,M,M,barry17@adventure-works.com,100000.0,1.0,Graduate Degree,Management,Y,Yes,Standard,High
8654,MR.,HECTOR,GILL,1940-05-22,S,M,hector11@adventure-works.com,40000.0,2.0,Bachelors,Management,Y,Yes,Standard,Average
8655,MR.,JAMIE,SANZ,1948-08-15,S,M,jamie42@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Yes,Standard,Low
8656,MR.,ALEJANDRO,XU,1956-07-15,S,M,alejandro15@adventure-works.com,80000.0,2.0,High School,Skilled Manual,Y,Yes,Standard,High
8657,MR.,HENRY,PEREZ,1960-09-18,M,M,henry22@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
8658,MR.,MARSHALL,HU,1943-04-22,S,M,marshall18@adventure-works.com,40000.0,2.0,Bachelors,Management,N,Yes,Standard,Average
8659,MR.,RAMON,HE,1976-06-26,S,M,ramon16@adventure-works.com,10000.0,0.0,High School,Manual,Y,No,Standard,Low
8660,MS.,STEPHANIE,BELL,1971-01-08,S,F,stephanie10@adventure-works.com,110000.0,0.0,High School,Management,N,No,Standard,High
8661,MS.,JILL,RAMOS,1969-03-05,S,F,jill25@adventure-works.com,50000.0,0.0,Graduate Degree,Skilled Manual,N,No,Standard,Average
8662,MRS.,JESSICA,RODRIGUEZ,1973-04-03,M,F,jessica68@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
8663,MRS.,SHARON,CARSON,1974-12-27,S,F,sharon20@adventure-works.com,40000.0,3.0,Partial College,Clerical,Y,Yes,Standard,Average
8664,MR.,ELIJAH,YANG,1955-08-26,M,M,elijah1@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y,Yes,Standard,Average
8665,MR.,MAURICE,XIE,1945-11-01,S,M,maurice3@adventure-works.com,60000.0,4.0,Bachelors,Management,Y,Yes,Standard,Average
8666,MR.,SEAN,MURPHY,1955-06-01,S,M,sean22@adventure-works.com,90000.0,2.0,High School,Professional,Y,Yes,Standard,High
8667,MR.,JERRY,FERRIER,1953-02-17,M,M,jerry22@adventure-works.com,20000.0,2.0,High School,Manual,N,Yes,Standard,Low
8668,MR.,CHARLES,GONZALEZ,1954-09-26,M,M,charles37@adventure-works.com,40000.0,1.0,Partial College,Clerical,Y,Yes,Standard,Average
8669,MR.,ADAM,GONZALEZ,1978-11-13,S,M,adam39@adventure-works.com,60000.0,0.0,Partial College,Skilled Manual,N,No,Standard,Average
8670,MR.,DAVID,LEWIS,1957-09-17,M,M,david84@adventure-works.com,90000.0,2.0,Partial College,Professional,Y,Yes,Standard,High
8671,MRS.,HALEY,PATTERSON,1944-10-23,S,F,haley29@adventure-works.com,70000.0,4.0,Bachelors,Management,Y,Yes,Standard,Average
8672,MRS.,MARIE,GONZALEZ,1964-02-12,S,F,marie20@adventure-works.com,50000.0,4.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
8673,MS.,KAITLIN,MARTINEZ,1973-10-20,M,F,kaitlin16@adventure-works.com,70000.0,0.0,Partial College,Professional,N,No,Standard,Average
8674,MRS.,CLAUDIA,MCDONALD,1957-05-14,M,F,claudia3@adventure-works.com,70000.0,3.0,Partial College,Professional,Y,Yes,Standard,Average
8675,MR.,LUIS,SHAN,1972-05-14,S,M,luis31@adventure-works.com,80000.0,0.0,Bachelors,Management,N,No,Standard,High
8676,MRS.,ISABEL,PRICE,1971-04-14,S,F,isabel0@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y,Yes,Standard,Average
8677,MR.,EDUARDO,RICHARDSON,1953-05-25,S,M,eduardo78@adventure-works.com,70000.0,3.0,Graduate Degree,Management,Y,Yes,Standard,Average
8678,MR.,HUNTER,DIAZ,1973-06-19,M,M,hunter17@adventure-works.com,40000.0,0.0,Graduate Degree,Skilled Manual,Y,No,Standard,Average
8679,MR.,WYATT,CAMPBELL,1953-04-07,S,M,wyatt44@adventure-works.com,60000.0,3.0,Partial High School,Skilled Manual,N,Yes,Standard,Average
8680,MR.,CHAD,SHEN,1944-11-14,S,M,chad3@adventure-works.com,70000.0,5.0,High School,Professional,Y,Yes,Standard,Average
8681,MR.,CESAR,GARCIA,1970-04-01,S,M,cesar14@adventure-works.com,40000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
8682,MR.,GEOFFREY,ASHE,1969-07-22,S,M,geoffrey6@adventure-works.com,30000.0,0.0,Bachelors,Clerical,Y,No,Standard,Average
8683,MS.,JENNY,LUO,1966-10-05,S,F,jenny29@adventure-works.com,40000.0,0.0,Bachelors,Professional,Y,No,Standard,Average
8684,MR.,WALTER,CARLSON,1948-02-27,M,M,walter11@adventure-works.com,90000.0,4.0,High School,Management,N,Yes,Standard,High
8685,MRS.,JASMINE,GRAY,1956-03-14,M,F,jasmine34@adventure-works.com,120000.0,3.0,High School,Professional,Y,Yes,High,High
8686,MR.,MATTHEW,MILLER,1941-08-10,S,M,matthew12@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y,Yes,Standard,Average
8687,MR.,SHAWN,TANG,1971-04-03,S,M,shawn6@adventure-works.com,110000.0,0.0,Partial High School,Professional,N,No,Standard,High
8688,MR.,EDWARD,WILSON,1953-01-24,M,M,edward29@adventure-works.com,40000.0,2.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
8689,MRS.,KATHLEEN,JIMENEZ,1969-07-26,M,F,kathleen7@adventure-works.com,90000.0,1.0,Graduate Degree,Management,Y,Yes,Standard,High
8690,MRS.,MALLORY,SERRANO,1960-07-25,S,F,mallory3@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
8691,MS.,KRYSTAL,YE,1978-09-07,M,F,krystal9@adventure-works.com,20000.0,0.0,Bachelors,Clerical,Y,No,Standard,Low
8692,MS.,CAROLYN,SRINI,1971-10-26,S,F,carolyn8@adventure-works.com,110000.0,0.0,Partial High School,Professional,N,No,Standard,High
8693,MRS.,BARBARA,KUMAR,1955-07-08,M,F,barbara39@adventure-works.com,80000.0,2.0,Partial College,Skilled Manual,Y,Yes,Standard,High
8694,MRS.,TONYA,TANG,1965-02-23,M,F,tonya4@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
8695,MRS.,JACQUELYN,CASTRO,1964-10-02,M,F,jacquelyn19@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
8696,MS.,ANNA,BRYANT,1966-07-06,S,F,anna43@adventure-works.com,60000.0,0.0,Graduate Degree,Skilled Manual,Y,No,Standard,Average
8697,MR.,TYLER,LEWIS,1967-07-01,S,M,tyler21@adventure-works.com,50000.0,0.0,Partial College,Skilled Manual,N,No,Standard,Average
8698,MRS.,MORGAN,WARD,1958-02-26,M,F,morgan60@adventure-works.com,80000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,High
8699,MR.,JACK,ROSS,1958-05-09,M,M,jack4@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y,Yes,Standard,Average
8700,MR.,DANIEL,CLARK,1980-02-13,S,M,daniel9@adventure-works.com,40000.0,0.0,Partial High School,Clerical,N,No,Standard,Average
8701,MRS.,KATELYN,GRAY,1972-02-14,M,F,katelyn4@adventure-works.com,40000.0,1.0,Graduate Degree,Skilled Manual,Y,Yes,Standard,Average
8702,MRS.,CHRISTY,LAL,1945-04-11,M,F,christy26@adventure-works.com,60000.0,4.0,Bachelors,Management,Y,Yes,Standard,Average
8703,MS.,ZOE,BAILEY,1967-09-02,S,F,zoe14@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,N,No,Standard,Average
8704,MRS.,BRIANNA,POWELL,1958-08-12,S,F,brianna54@adventure-works.com,60000.0,3.0,Bachelors,Professional,N,Yes,Standard,Average
8705,MR.,JAMES,RUSSELL,1947-02-27,S,M,james35@adventure-works.com,60000.0,2.0,Bachelors,Management,Y,Yes,Standard,Average
8706,MR.,STEVEN,COX,1961-10-03,S,M,steven20@adventure-works.com,130000.0,1.0,Bachelors,Management,N,Yes,High,High
8707,MRS.,SHANNON,LI,1968-04-23,S,F,shannon3@adventure-works.com,70000.0,2.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
8708,MR.,JONATHAN,PERRY,1955-07-11,S,M,jonathan7@adventure-works.com,30000.0,1.0,High School,Clerical,N,Yes,Standard,Average
8709,MRS.,JENNIFER,WHITE,1955-07-14,S,F,jennifer41@adventure-works.com,30000.0,1.0,High School,Clerical,N,Yes,Standard,Average
8710,MR.,LUCAS,COLEMAN,1973-03-28,M,M,lucas55@adventure-works.com,40000.0,0.0,Graduate Degree,Skilled Manual,Y,No,Standard,Average
8711,MR.,FERNANDO,RUSSELL,1970-03-03,M,M,fernando61@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,N,Yes,Standard,Average
8712,MRS.,JENNIFER,COLEMAN,1969-12-12,S,F,jennifer80@adventure-works.com,60000.0,2.0,Graduate Degree,Professional,N,Yes,Standard,Average
8713,MRS.,VICTORIA,WILSON,1964-05-28,M,F,victoria8@adventure-works.com,60000.0,4.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
8714,MS.,VERONICA,ARUN,1971-12-14,S,F,veronica7@adventure-works.com,30000.0,0.0,High School,Manual,N,No,Standard,Average
8715,MR.,CEDRIC,WANG,1957-05-26,M,M,cedric1@adventure-works.com,110000.0,2.0,Partial College,Professional,Y,Yes,High,High
8716,MR.,JEREMY,ROGERS,1967-03-13,M,M,jeremy45@adventure-works.com,40000.0,0.0,Bachelors,Clerical,Y,No,Standard,Average
8717,MR.,JAY,RANA,1970-09-09,S,M,jay18@adventure-works.com,10000.0,1.0,High School,Manual,N,Yes,Standard,Low
8718,MR.,DARRYL,XU,1953-11-22,M,M,darryl12@adventure-works.com,120000.0,2.0,Bachelors,Management,N,Yes,High,High
8719,MR.,JACKSON,POWELL,1947-05-21,M,M,jackson11@adventure-works.com,100000.0,3.0,Partial High School,Professional,Y,Yes,Standard,High
8720,MR.,JOSE,SHAN,1960-03-05,M,M,jose25@adventure-works.com,30000.0,3.0,Bachelors,Clerical,Y,Yes,Standard,Average
8721,MR.,NICOLAS,NARA,1969-07-18,M,M,nicolas15@adventure-works.com,40000.0,0.0,Graduate Degree,Clerical,Y,No,Standard,Average
8722,MR.,ROY,SANCHEZ,1969-07-16,M,M,roy20@adventure-works.com,30000.0,1.0,Bachelors,Clerical,Y,Yes,Standard,Average
8723,MR.,CARLOS,MORGAN,1973-08-18,M,M,carlos15@adventure-works.com,90000.0,0.0,Bachelors,Professional,N,No,Standard,High
8724,MS.,KARLA,NARA,1971-03-02,S,F,karla18@adventure-works.com,100000.0,0.0,High School,Management,Y,No,Standard,High
8725,MRS.,CARLY,ANAND,1946-02-10,S,F,carly20@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Yes,Standard,Average
8726,MR.,WILLIE,CAI,1957-06-05,M,M,willie19@adventure-works.com,70000.0,2.0,High School,Skilled Manual,Y,Yes,Standard,Average
8727,MRS.,CRYSTAL,HUANG,1968-11-09,M,F,crystal8@adventure-works.com,60000.0,2.0,Bachelors,Professional,N,Yes,Standard,Average
8728,MR.,DANNY,VAZQUEZ,1965-07-13,S,M,danny15@adventure-works.com,70000.0,0.0,Bachelors,Professional,Y,No,Standard,Average
8729,MR.,WAYNE,RAJI,1960-10-19,M,M,wayne23@adventure-works.com,60000.0,3.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
8730,MR.,SHANNON,ORTEGA,1971-06-15,S,M,shannon41@adventure-works.com,130000.0,0.0,Partial High School,Management,Y,No,Standard,High
8731,MR.,MICHEAL,GUTIERREZ,1971-09-13,M,M,micheal6@adventure-works.com,120000.0,0.0,Partial High School,Management,Y,No,Standard,High
8732,MRS.,ANNE,GILL,1946-02-22,S,F,anne15@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Yes,Standard,Average
8733,MR.,GABRIEL,LAL,1948-01-10,S,M,gabriel26@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Yes,Standard,Low
8734,MRS.,KRISTEN,ZHANG,1949-03-16,S,F,kristen0@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Yes,Standard,Low
8735,MRS.,NATASHA,MARTIN,1951-04-03,S,F,natasha0@adventure-works.com,20000.0,2.0,Partial High School,Clerical,Y,Yes,Standard,Low
8736,MS.,KATHLEEN,GILL,1972-09-16,S,F,kathleen15@adventure-works.com,10000.0,0.0,Partial High School,Manual,N,No,Standard,Low
8737,MR.,DAVID,JONES,1922-06-03,M,M,david76@adventure-works.com,130000.0,0.0,Bachelors,Professional,Y,No,Standard,High
8738,MRS.,MARIE,VANCE,1959-07-22,M,F,marie8@adventure-works.com,20000.0,2.0,Partial College,Manual,Y,Yes,Standard,Low
8739,MRS.,MACKENZIE,WARD,1975-12-16,M,F,mackenzie10@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
8740,MR.,MIGUEL,EDWARDS,1963-02-02,S,M,miguel44@adventure-works.com,70000.0,4.0,Bachelors,Professional,Y,Yes,Standard,Average
8741,MRS.,ELIZABETH,CLARK,1960-11-18,M,F,elizabeth23@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
8742,MR.,ETHAN,FOSTER,1965-08-20,S,M,ethan12@adventure-works.com,100000.0,4.0,Partial College,Professional,Y,Yes,Standard,High
8743,MR.,TERRY,RAI,1961-08-11,S,M,terry20@adventure-works.com,110000.0,1.0,Bachelors,Management,N,Yes,High,High
8744,MRS.,ALEXIS,THOMAS,1960-04-12,M,F,alexis10@adventure-works.com,130000.0,4.0,Bachelors,Management,Y,Yes,High,High
8745,MR.,JAMES,SIMMONS,1951-04-09,M,M,james31@adventure-works.com,60000.0,2.0,High School,Professional,Y,Yes,Standard,Average
8746,MRS.,TRACY,CHAPMAN,1962-09-10,M,F,tracy15@adventure-works.com,40000.0,1.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
8747,MRS.,TAMARA,TANG,1954-02-19,M,F,tamara15@adventure-works.com,10000.0,2.0,Partial College,Manual,N,Yes,Standard,Low
8748,MS.,BETH,GUTIERREZ,1970-10-18,S,F,beth13@adventure-works.com,30000.0,0.0,Bachelors,Clerical,Y,No,Standard,Average
8749,MR.,LOUIS,LUO,1971-02-19,M,M,louis23@adventure-works.com,90000.0,0.0,Bachelors,Professional,N,No,Standard,High
8750,MRS.,LATOYA,SHE,1968-03-24,M,F,latoya0@adventure-works.com,60000.0,2.0,Bachelors,Professional,Y,Yes,Standard,Average
8751,MRS.,VICTORIA,GONZALES,1970-07-17,M,F,victoria63@adventure-works.com,80000.0,4.0,Graduate Degree,Management,Y,Yes,Standard,High
8752,MR.,RANDALL,GOMEZ,1967-08-24,M,M,randall2@adventure-works.com,70000.0,5.0,Bachelors,Professional,Y,Yes,Standard,Average
8753,MR.,ROY,SANZ,1965-10-22,S,M,roy40@adventure-works.com,70000.0,0.0,Bachelors,Professional,Y,No,Standard,Average
8754,MRS.,DEBORAH,YUAN,1946-02-13,S,F,deborah11@adventure-works.com,10000.0,5.0,High School,Skilled Manual,N,Yes,Standard,Low
8755,MR.,DEVIN,TAYLOR,1978-03-14,S,M,devin7@adventure-works.com,10000.0,1.0,High School,Manual,N,Yes,Standard,Low
8756,MRS.,ANDREA,COLLINS,1977-04-08,S,F,andrea26@adventure-works.com,10000.0,1.0,High School,Manual,N,Yes,Standard,Low
8757,MR.,NICHOLAS,LEE,1967-03-25,S,M,nicholas2@adventure-works.com,50000.0,0.0,Partial College,Skilled Manual,N,No,Standard,Average
8758,MR.,GABRIEL,CHOW,1958-04-22,M,M,gabriel22@adventure-works.com,60000.0,1.0,Bachelors,Professional,Y,Yes,Standard,Average
8759,MRS.,KAREN,ZENG,1965-12-15,S,F,karen31@adventure-works.com,100000.0,4.0,Partial College,Professional,Y,Yes,Standard,High
8760,MRS.,FAITH,STEWART,1965-11-25,S,F,faith38@adventure-works.com,120000.0,3.0,Bachelors,Management,Y,Yes,High,High
8761,MR.,DANIEL,LEE,1935-09-09,S,M,daniel13@adventure-works.com,130000.0,2.0,Graduate Degree,Management,N,Yes,High,High
8762,MRS.,CARLA,RAMAN,1961-06-24,M,F,carla14@adventure-works.com,10000.0,1.0,Bachelors,Manual,Y,Yes,Standard,Low
8763,MRS.,AMY,SUN,1946-07-19,M,F,amy19@adventure-works.com,110000.0,3.0,Bachelors,Management,Y,Yes,High,High
8764,MR.,MELVIN,CHANDE,1972-10-07,S,M,melvin13@adventure-works.com,90000.0,0.0,Bachelors,Professional,N,No,Standard,High
8765,MRS.,BRANDY,SAUNDERS,1951-01-03,S,F,brandy6@adventure-works.com,30000.0,3.0,High School,Skilled Manual,Y,Yes,Standard,Average
8766,MR.,MAX,ALVAREZ,1963-07-24,S,M,max5@adventure-works.com,70000.0,0.0,Bachelors,Professional,Y,No,Standard,Average
8767,MRS.,KAYLA,LEWIS,1953-03-07,S,F,kayla20@adventure-works.com,30000.0,2.0,Partial College,Clerical,Y,Yes,Standard,Average
8768,MR.,CLAYTON,SHARMA,1980-12-04,S,M,clayton27@adventure-works.com,10000.0,0.0,Partial College,Manual,N,No,Standard,Low
8769,MRS.,GLORIA,TORRES,1957-07-05,M,F,gloria12@adventure-works.com,70000.0,3.0,Partial College,Professional,Y,Yes,Standard,Average
8770,MR.,AARON,ALLEN,1953-05-18,S,M,aaron55@adventure-works.com,10000.0,2.0,High School,Manual,Y,Yes,Standard,Low
8771,MR.,MITCHELL,KUMAR,1959-03-02,S,M,mitchell7@adventure-works.com,20000.0,2.0,Partial College,Manual,Y,Yes,Standard,Low
8772,MRS.,ELIZABETH,BRADLEY,1959-07-03,M,F,elizabeth30@adventure-works.com,20000.0,2.0,Partial College,Manual,N,Yes,Standard,Low
8773,MRS.,SARAH,GARCIA,1967-09-08,S,F,sarah18@adventure-works.com,80000.0,5.0,Graduate Degree,Management,Y,Yes,Standard,High
8774,MS.,KELSEY,BECKER,1958-10-21,S,F,kelsey19@adventure-works.com,130000.0,0.0,Graduate Degree,Management,N,No,Standard,High
8775,MR.,DEVIN,SANDERS,1949-02-09,M,M,devin65@adventure-works.com,10000.0,2.0,High School,Skilled Manual,Y,Yes,Standard,Low
8776,MR.,FRANCISCO,GONZALEZ,1978-11-26,S,M,francisco20@adventure-works.com,10000.0,0.0,Partial College,Manual,Y,No,Standard,Low
8777,MR.,CONNOR,BUTLER,1965-04-18,S,M,connor9@adventure-works.com,170000.0,0.0,Graduate Degree,Management,N,No,Standard,Very High
8778,MR.,ISAAC,PETERSON,1953-02-17,S,M,isaac4@adventure-works.com,70000.0,3.0,Graduate Degree,Management,Y,Yes,Standard,Average
8779,MR.,JULIO,ORTEGA,1969-10-08,M,M,julio23@adventure-works.com,90000.0,1.0,Graduate Degree,Management,Y,Yes,Standard,High
8780,MRS.,STACY,ALVAREZ,1968-02-19,S,F,stacy6@adventure-works.com,60000.0,2.0,Bachelors,Professional,N,Yes,Standard,Average
8781,MRS.,JACLYN,NARA,1947-05-04,M,F,jaclyn40@adventure-works.com,20000.0,4.0,High School,Skilled Manual,N,Yes,Standard,Low
8782,MR.,RANDY,XU,1958-07-25,S,M,randy14@adventure-works.com,130000.0,0.0,Graduate Degree,Management,N,No,Standard,High
8783,MS.,BONNIE,JAI,1959-05-23,M,F,bonnie17@adventure-works.com,130000.0,0.0,Graduate Degree,Management,Y,No,Standard,High
8784,MS.,ASHLEY,RUSSELL,1965-03-12,S,F,ashley47@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,No,Standard,Average
8785,MS.,KRISTINE,SANDBERG,1979-11-06,S,F,kristine21@adventure-works.com,10000.0,0.0,Partial College,Manual,N,No,Standard,Low
8786,MRS.,FAITH,MURPHY,1961-08-15,M,F,faith32@adventure-works.com,60000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
8787,MR.,DEVIN,GRIFFIN,1957-10-06,M,M,devin58@adventure-works.com,90000.0,2.0,Partial College,Professional,N,Yes,Standard,High
8788,MRS.,CHLOE,BENNETT,1961-08-21,M,F,chloe67@adventure-works.com,160000.0,1.0,Bachelors,Management,N,Yes,High,Very High
8789,MRS.,TAYLOR,MOORE,1971-07-19,S,F,taylor55@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y,Yes,Standard,Average
8790,MRS.,BETH,GILL,1968-06-06,M,F,beth16@adventure-works.com,70000.0,2.0,Bachelors,Skilled Manual,Y,Yes,Standard,Average
8791,MR.,JARRED,GILL,1970-01-10,M,M,jarred1@adventure-works.com,10000.0,0.0,Graduate Degree,Manual,Y,No,Standard,Low
8792,MRS.,RILEY,LONG,1943-10-16,S,F,riley7@adventure-works.com,10000.0,3.0,Partial College,Manual,Y,Yes,Standard,Low
8793,MRS.,KATE,RAJI,1969-04-27,S,F,kate18@adventure-works.com,110000.0,1.0,Graduate Degree,Management,Y,Yes,High,High
8794,MRS.,RACHAEL,SAI,1965-12-17,S,F,rachael5@adventure-works.com,60000.0,3.0,Bachelors,Professional,Y,Yes,Standard,Average
8795,MS.,KRISTY,RUBIO,1980-05-18,S,F,kristy19@adventure-works.com,10000.0,0.0,Partial College,Manual,N,No,Standard,Low
8796,MR.,TROY,SURI,1977-04-09,M,M,troy0@adventure-works.com,20000.0,0.0,Partial College,Manual,Y,No,Standard,Low
8797,MR.,RICHARD,GARCIA,1961-03-17,S,M,richard10@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y,Yes,Standard,Average
8798,MRS.,MORGAN,PEREZ,1925-11-23,S,F,morgan9@adventure-works.com,90000.0,5.0,Bachelors,Professional,Y,Yes,Standard,High
8799,MS.,DENISE,SUBRAM,1967-11-25,S,F,denise14@adventure-works.com,60000.0,0.0,Graduate Degree,Professional,N,No,Standard,Average
8800,MR.,REGINALD,GOMEZ,1958-09-25,S,M,reginald9@adventure-works.com,20000.0,2.0,Partial College,Manual,N,Yes,Standard,Low
8801,MR.,IVAN,SURI,1960-01-05,S,M,ivan0@adventure-works.com,30000.0,3.0,Graduate Degree,Clerical,N,Yes,Standard,Average
8802,MR.,FRANK,CARLSON,1969-11-18,M,M,frank26@adventure-works.com,100000.0,1.0,Graduate Degree,Management,Y,Yes,Standard,High
8803,MRS.,KARA,ANAND,1962-03-28,S,F,kara20@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
8804,MRS.,HEIDI,CHANDRA,1961-05-27,S,F,heidi4@adventure-works.com,40000.0,4.0,High School,Skilled Manual,Y,Yes,Standard,Average
8805,MR.,JAMES,ALEXANDER,1954-11-05,M,M,james34@adventure-works.com,70000.0,3.0,High School,Professional,Y,Yes,Standard,Average
8806,MRS.,SARAH,BUTLER,1955-06-11,M,F,sarah39@adventure-works.com,60000.0,2.0,High School,Professional,N,Yes,Standard,Average
8807,MR.,ROBERT,FLORES,1935-06-11,S,M,robert25@adventure-works.com,130000.0,2.0,Graduate Degree,Management,N,Yes,High,High
8808,MR.,ETHAN,THOMPSON,1971-01-13,M,M,ethan49@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y,Yes,Standard,Average
8809,MR.,ELIJAH,DIAZ,1970-10-23,M,M,elijah23@adventure-works.com,60000.0,1.0,Graduate Degree,Professional,Y,Yes,Standard,Average
8810,MRS.,ISABELLE,PRICE,1962-06-25,M,F,isabelle0@adventure-works.com,70000.0,1.0,Partial College,Skilled Manual,Y,Yes,Standard,Average
8811,MRS.,CASEY,SHE,1962-06-09,S,F,casey0@adventure-works.com,30000.0,4.0,Graduate Degree,Clerical,Y,Yes,Standard,Average
8812,MR.,PHILLIP,SULLIVAN,1954-08-24,S,M,phillip14@adventure-works.com,10000.0,2.0,Partial College,Manual,N,Yes,Standard,Low
8813,MRS.,CASSIE,JAI,1961-04-22,S,F,cassie10@adventure-works.com,20000.0,1.0,Partial College,Manual,N,Yes,Standard,Low
8814,MR.,RICKY,VAZQUEZ,1956-10-27,M,M,ricky15@adventure-works.com,120000.0,3.0,High School,Professional,N,Yes,High,High
8815,MRS.,DAWN,NATH,1969-11-22,M,F,dawn42@adventure-works.com,110000.0,1.0,Graduate Degree,Management,N,Yes,High,High
8816,MR.,DOROTHY,ROBINSON,1954-09-23,S,M,dorothy3@adventure-works.com,80000.0,2.0,Partial College,Skilled Manual,N,Yes,Standard,High
8817,MS.,ADRIANA,LOPEZ,1964-02-06,S,F,adriana17@adventure-works.com,70000.0,0.0,Bachelors,Professional,Y,No,Standard,Average
8818,MR.,JOSEPH,MARTIN,1959-07-24,M,M,joseph21@adventure-works.com,40000.0,3.0,Graduate Degree,Clerical,Y,Yes,Standard,Average
8819,MRS.,DAISUKE,YANAGISHIMA,1959-03-11,S,F,daisuke0@adventure-works.com,80000.0,2.0,Graduate Degree,Professional,N,Yes,Standard,High
8820,MR.,CHRISTIAN,JOHNSON,1962-07-05,S,M,christian31@adventure-works.com,130000.0,1.0,Bachelors,Management,N,Yes,High,High
8821,MRS.,NICOLE,WASHINGTON,1955-08-10,S,F,nicole62@adventure-works.com,60000.0,2.0,High School,Professional,N,Yes,Standard,Average
8822,MRS.,ASHLEY,ALEXANDER,1967-09-03,S,F,ashley46@adventure-works.com,50000.0,2.0,Bachelors,Skilled Manual,N,Yes,Standard,Average
8823,MR.,CESAR,FERNANDEZ,1963-03-01,M,M,cesar15@adventure-works.com,70000.0,4.0,Bachelors,Professional,Y,Yes,Standard,Average
8824,MR.,ALFREDO,DOMINGUEZ,1975-12-18,S,M,alfredo14@adventure-works.com,30000.0,0.0,Partial College,Clerical,N,No,Standard,Average
8825,MRS.,BETHANY,TANG,1961-05-07,M,F,bethany7@adventure-works.com,30000.0,4.0,Graduate Degree,Clerical,N,Yes,Standard,Average
8826,MR.,ISAIAH,RAMIREZ,1969-06-16,S,M,isaiah6@adventure-works.com,110000.0,1.0,Graduate Degree,Management,Y,Yes,High,High
8827,MR.,RAFAEL,TANG,1966-07-11,S,M,rafael27@adventure-works.com,80000.0,5.0,Graduate Degree,Management,Y,Yes,Standard,High
8828,MRS.,JACLYN,ZHENG,1966-06-12,M,F,jaclyn21@adventure-works.com,80000.0,5.0,Graduate Degree,Management,Y,Yes,Standard,High
8829,MR.,JOE,RANA,1965-09-07,S,M,joe14@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,No,Standard,Average
8830,MR.,WARREN,ANDERSEN,1964-02-18,M,M,warren2@adventure-works.com,60000.0,4.0,Bachelors,Professional,Y,Yes,Standard,Average
8831,MRS.,MORGAN,JOHNSON,1935-02-17,S,F,morgan24@adventure-works.com,30000.0,2.0,Partial College,Clerical,N,Yes,Standard,Average
8832,MR.,SHAWN,LUO,1979-10-12,M,M,shawn8@adventure-works.com,10000.0,1.0,High School,Manual,Y,Yes,Standard,Low
8833,MS.,MONICA,VANCE,1976-07-08,S,F,monica4@adventure-works.com,70000.0,0.0,Bachelors,Professional,N,No,Standard,Average
8834,MR.,ETHAN,ZHANG,1978-10-12,M,M,ethan20@adventure-works.com,40000.0,0.0,Partial College,Skilled Manual,Y,No,Standard,Average
